X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,y
0,0.2125,0.0625,0,0.1875,0,0,0,0,0.0125,0,0,0,0,0,0,0,0.0875,0,0,0,0.1625,0.0375,0.1,0.0625,0,0.0625,0,0,0,0.0125,0,1
0.110159119,0.01999184,0.025907793,0.058547532,0.02243982,0.027947776,0.205732354,0.073643411,0.039575683,0.000407997,0.027947776,0.00754794,0.006731946,0.001529988,0.032333741,0.057731538,0.002753978,0.055283558,0.003569971,0.000917993,0,0.010403917,0.046919625,0.008261934,0.026417789,0.02254182,0.01621787,0.044675643,0.000917993,0.022949816,0.009383925,0.010607915,1
0.161538462,0,0.169230769,0.192307692,0.023076923,0,0.007692308,0.1,0.046153846,0,0.092307692,0,0,0,0,0.015384615,0,0.1,0,0,0,0.015384615,0,0,0,0.061538462,0,0.007692308,0,0.007692308,0,0,1
0.056122449,0.00085034,0.100765306,0.023384354,0.030187075,0,0.05952381,0.017431973,0.066751701,0.033588435,0.029336735,0,0,0.00042517,0.031462585,0.012329932,0.008928571,0.037840136,0.284438776,0,0,0.005102041,0.008078231,0.113520408,0.012329932,0.004676871,0.00297619,0.024659864,0,0.00042517,0.00127551,0.033588435,1
0.0625,0,0,0.078125,0.015625,0,0,0.046875,0,0.15625,0.0625,0,0,0.21875,0,0.015625,0,0.203125,0,0,0,0,0.015625,0.09375,0.015625,0.015625,0,0,0,0,0,0,1
0,0,0.0375,0.0875,0.025,0,0.025,0.0125,0.0125,0,0.175,0,0,0,0,0,0,0.45,0.025,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,1
0.05,0,0.025,0.025,0.1375,0.0375,0,0.0125,0.075,0,0.175,0,0,0.0375,0,0,0,0.0875,0,0,0,0.125,0,0,0,0,0,0.0125,0,0.15,0,0.05,1
0.000526316,0.003684211,0.129473684,0.078421053,0.068947368,0.000526316,0.042105263,0.024736842,0.061578947,0,0.2,0,0.000526316,0.004736842,0,0.003684211,0,0.337894737,0.000526316,0,0,0.023157895,0.004736842,0.004210526,0.000526316,0.005789474,0,0.001052632,0,0.001578947,0,0.001578947,1
0.001028807,0.008487654,0.110082305,0.023148148,0.053240741,0.006687243,0.018518519,0.003600823,0.261059671,0,0.126028807,0.000257202,0.002057613,0.006944444,0.000257202,0.002572016,0,0.275205761,0.017746914,0.000257202,0.000771605,0.04526749,0.009516461,0.002057613,0.00154321,0,0,0.001028807,0.004886831,0.00617284,0,0.011574074,1
0.05,0,0.025,0,0.175,0,0,0,0,0,0.1125,0,0,0,0,0,0,0.575,0,0,0,0.0125,0,0,0,0.05,0,0,0,0,0,0,1
0.028846154,0.052884615,0.046474359,0.013621795,0.016826923,0.205128205,0.024839744,0.053685897,0.016025641,0,0.051282051,0,0,0,0,0.003205128,0,0.193108974,0,0,0,0.109775641,0.000801282,0,0,0,0.019230769,0.018429487,0,0.145032051,0,0.000801282,1
0.037037037,0.009259259,0.064814815,0.018518519,0.009259259,0,0.009259259,0.018518519,0.009259259,0,0.12037037,0,0,0.037037037,0,0,0,0.25,0,0,0,0.333333333,0,0,0,0.055555556,0,0.009259259,0,0.018518519,0,0,1
0.1125,0,0.2,0.025,0.1,0,0.175,0,0,0,0.0125,0,0,0,0.0625,0,0,0.2875,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,1
0.02991453,0.05042735,0.111111111,0.013675214,0.126495726,0,0.128205128,0.011965812,0.046153846,0.001709402,0.11025641,0.014529915,0.013675214,0.036752137,0.007692308,0.035897436,0,0.138461538,0,0.005982906,0,0.011965812,0.018803419,0.032478632,0.009401709,0.011111111,0,0.006837607,0.021367521,0,0.005128205,0,1
0.137686861,0,0.027537372,0.085759245,0.034618411,0,0.007081039,0.159716758,0.191974823,0,0.095987411,0,0.016522423,0,0,0.000786782,0,0.119590873,0.004720692,0,0,0,0.002360346,0.001573564,0,0,0.004720692,0.094413847,0,0,0.004720692,0.010228167,1
0.05,0,0.05,0,0.05,0,0,0,0,0,0.15,0,0.075,0.1375,0,0,0,0.375,0,0,0,0.025,0,0.025,0,0.0625,0,0,0,0,0,0,1
0.013684211,0.035263158,0.033157895,0.057894737,0.086842105,0.022105263,0.080526316,0.008421053,0,0,0.032631579,0.055789474,0.059473684,0.061052632,0,0,0,0.103157895,0,0.141578947,0.003157895,0.028947368,0,0.003684211,0,0.118421053,0,0,0.005263158,0.048947368,0,0,1
0.166666667,0,0.055555556,0,0,0.041666667,0,0.013888889,0,0,0,0,0,0,0,0,0.069444444,0.208333333,0,0,0,0.25,0.027777778,0,0,0,0,0,0,0.166666667,0,0,1
0.137387387,0,0,0.079954955,0.079954955,0,0,0.130630631,0,0,0,0,0.003378378,0,0.028153153,0,0.011261261,0.064189189,0,0.037162162,0,0,0.002252252,0,0.005630631,0,0.217342342,0.150900901,0,0,0.051801802,0,1
0.010336239,0.035990037,0.002615193,0.008841843,0.006600249,0.340971357,0,0.002739726,0.033748443,0.000373599,0.027521793,0.001494396,0.001494396,0.082938979,0.002241594,0.002366127,0,0.022665006,0,0.000249066,0,0.022166874,0.026650062,0.00747198,0.079202989,0.190286426,0.003985056,0.031506849,0,0.050062267,0.005105853,0.000373599,1
0,0,0.0625,0,0.03125,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0.125,0,0,0,0,0,0,0.09375,0,0,0,1
0,0,0.09375,0.03125,0.015625,0,0,0,0,0.015625,0.046875,0,0,0,0,0,0.078125,0.296875,0.03125,0,0,0.21875,0,0,0,0,0.015625,0,0,0.03125,0.125,0,1
0.022727273,0,0.068181818,0,0.090909091,0,0,0.011363636,0,0.034090909,0.068181818,0,0.011363636,0,0,0,0,0.409090909,0,0,0,0.125,0.022727273,0,0,0.056818182,0,0.011363636,0.011363636,0.034090909,0.022727273,0,1
0.030143541,0.00861244,0.002870813,0.025358852,0.040669856,0.023923445,0,0.022009569,0.082296651,0.000956938,0.158373206,0.001435407,0.013875598,0.009090909,0.015311005,0.009090909,0.002870813,0.141626794,0.068899522,0.019138756,0,0.044497608,0.009090909,0.011004785,0.01722488,0.005741627,0.00430622,0.035406699,0,0.026794258,0.000956938,0.168421053,2
0,0,0.030769231,0,0.2,0,0.007692308,0,0.007692308,0,0.038461538,0.123076923,0.023076923,0.015384615,0,0,0,0.169230769,0,0.084615385,0.015384615,0.176923077,0,0,0,0.015384615,0,0,0,0.076923077,0,0.015384615,2
0.04,0.013333333,0.053333333,0.02,0.03,0.003333333,0.023333333,0.03,0.063333333,0,0.083333333,0,0.16,0.04,0.036666667,0,0,0.133333333,0.003333333,0.003333333,0,0.013333333,0,0.033333333,0.01,0.076666667,0,0.053333333,0.023333333,0.016666667,0.036666667,0,2
0,0.092307692,0.046153846,0.015384615,0.123076923,0.046153846,0.007692308,0.023076923,0.007692308,0,0.030769231,0,0,0,0.023076923,0,0,0.046153846,0,0,0,0.161538462,0,0.176923077,0.030769231,0.030769231,0,0.015384615,0,0.107692308,0,0.015384615,2
0,0.071428571,0.071428571,0,0.071428571,0.03968254,0,0,0,0,0.079365079,0.007936508,0,0.015873016,0,0,0,0.166666667,0,0.015873016,0,0.277777778,0,0.007936508,0,0,0,0,0,0.174603175,0,0,2
0.024064171,0,0.088235294,0.002673797,0.139037433,0.064171123,0,0.024064171,0,0,0.002673797,0,0,0,0.016042781,0,0,0.144385027,0.002673797,0.013368984,0,0.205882353,0.002673797,0.024064171,0.00802139,0.005347594,0,0.117647059,0,0.101604278,0,0.013368984,2
0.041052632,0.015789474,0.015789474,0.015789474,0.033157895,0.215263158,0.007368421,0.014736842,0.003157895,0.001578947,0.027368421,0.005263158,0.012105263,0.011578947,0.062105263,0.001578947,0,0.117894737,0.000526316,0.006842105,0.001578947,0.124210526,0.000526316,0.008421053,0.053157895,0.028947368,0.002631579,0.046315789,0,0.121052632,0,0.004210526,2
0.02037037,0.003703704,0.127777778,0.002777778,0.212962963,0.018518519,0,0.000925926,0.000925926,0.006481481,0.009259259,0.00462963,0.006481481,0.001851852,0.060185185,0.002777778,0.000925926,0.127777778,0.014814815,0.006481481,0.006481481,0.097222222,0.002777778,0.184259259,0.023148148,0.003703704,0.002777778,0.000925926,0,0.038888889,0.000925926,0.009259259,2
0.093333333,0.04,0,0,0.133333333,0,0,0.04,0,0,0.026666667,0,0.026666667,0.04,0.06,0,0,0.1,0,0.033333333,0.026666667,0.253333333,0,0,0,0.026666667,0,0.04,0,0.06,0,0,2
0.04,0.001176471,0.128235294,0.044705882,0.109411765,0,0.057647059,0.014117647,0.021176471,0.002352941,0.077647059,0.003529412,0.022352941,0.012941176,0.027058824,0,0,0.171764706,0,0.035294118,0,0.005882353,0,0.12,0.045882353,0.014117647,0.005882353,0.027058824,0.005882353,0,0.005882353,0,2
0.014285714,0.028571429,0.014285714,0,0.1,0,0,0,0,0,0.014285714,0.085714286,0.128571429,0.014285714,0,0,0,0.3,0,0.085714286,0,0.2,0,0,0,0,0,0,0,0.014285714,0,0,2
0.002192982,0.006578947,0.01754386,0,0.120614035,0.072368421,0,0,0,0,0.015350877,0.019736842,0.010964912,0.004385965,0.002192982,0,0,0.052631579,0,0.026315789,0,0.190789474,0,0.028508772,0.004385965,0,0,0,0,0.421052632,0,0.004385965,2
0.013333333,0.196666667,0,0,0.036666667,0,0,0,0,0,0.016666667,0.016666667,0.056666667,0.01,0,0,0,0.096666667,0,0.12,0.133333333,0.136666667,0,0,0,0.003333333,0,0,0,0.163333333,0,0,2
0,0.034188034,0,0,0.017094017,0.11965812,0,0,0,0,0.042735043,0.008547009,0.008547009,0.025641026,0,0,0,0.085470085,0,0,0.051282051,0.324786325,0,0,0,0,0,0,0,0.282051282,0,0,2
0.016194332,0.008097166,0.117408907,0.012145749,0.076923077,0.012145749,0.020242915,0.032388664,0.004048583,0,0.133603239,0.020242915,0,0.004048583,0,0,0,0.210526316,0,0.004048583,0.016194332,0.157894737,0,0.105263158,0.024291498,0,0,0.020242915,0,0.004048583,0,0,2
0.015873016,0.03968254,0.007936508,0,0.182539683,0,0,0,0,0,0,0,0.031746032,0,0.111111111,0,0,0.071428571,0,0.095238095,0,0.182539683,0,0.055555556,0.031746032,0,0,0.047619048,0,0.126984127,0,0,2
0.018947368,0.012631579,0.014736842,0.014736842,0.082105263,0.006315789,0,0.006315789,0.033684211,0.016842105,0.105263158,0,0.004210526,0,0.021052632,0.025263158,0,0.223157895,0.014736842,0.018947368,0,0.098947368,0.044210526,0.027368421,0.027368421,0.004210526,0.031578947,0.018947368,0,0.113684211,0.014736842,0,2
0.027058824,0.010588235,0.097647059,0.049411765,0.156470588,0,0.037647059,0.023529412,0.052941176,0,0.037647059,0.052941176,0.034117647,0.016470588,0.010588235,0.002352941,0,0.184705882,0.003529412,0.055294118,0.003529412,0.009411765,0,0.042352941,0.041176471,0.010588235,0.018823529,0.003529412,0.002352941,0.001176471,0.014117647,0,2
0.018947368,0.016842105,0.086315789,0.018947368,0.094736842,0.037894737,0.067368421,0.002105263,0.006315789,0,0.054736842,0.004210526,0.031578947,0.027368421,0.014736842,0.004210526,0,0.071578947,0.002105263,0.010526316,0.035789474,0.145263158,0.006315789,0.075789474,0.010526316,0.025263158,0,0.002105263,0.023157895,0.105263158,0,0,2
0.01,0,0.04,0.08,0.06,0,0,0.06,0.03,0,0.14,0,0,0.01,0.01,0,0,0.34,0,0,0,0.06,0.04,0,0.01,0.01,0,0.07,0,0.02,0.01,0,2
0.02991453,0.047008547,0.106837607,0.008547009,0.085470085,0.008547009,0.038461538,0.004273504,0,0,0.047008547,0,0,0,0.008547009,0,0,0.226495726,0,0,0.021367521,0.166666667,0,0.055555556,0.008547009,0.004273504,0,0.051282051,0.004273504,0.076923077,0,0,2
0.041666667,0.026960784,0.044117647,0.007352941,0.12745098,0.041666667,0.004901961,0,0,0.00245098,0.036764706,0.014705882,0.058823529,0.046568627,0.012254902,0,0.004901961,0.12745098,0,0.017156863,0.046568627,0.169117647,0,0.009803922,0,0.007352941,0.00245098,0.007352941,0,0.139705882,0.00245098,0,2
0,0.008333333,0.041666667,0.002777778,0.027777778,0.22037037,0.034259259,0.005555556,0.000925926,0.00462963,0.005555556,0.010185185,0,0,0.000925926,0.005555556,0,0.093518519,0.010185185,0,0.005555556,0.194444444,0.011111111,0.019444444,0.008333333,0,0.011111111,0.002777778,0.012962963,0.237037037,0.011111111,0.013888889,2
0,0,0.134920635,0.007936508,0.055555556,0,0,0,0.095238095,0,0.119047619,0,0,0.134920635,0,0,0,0.158730159,0,0.007936508,0,0.222222222,0,0.015873016,0,0.007936508,0,0,0,0.03968254,0,0,2
0.004783417,0.025777305,0.139383471,0.000664364,0.195057135,0.038400213,0.070422535,0.001062982,0.004783417,0.004384799,0.00983258,0.094871113,0.063646027,0.012490035,0.003720436,0,0.000930109,0.056603774,0,0.073212862,0.035609886,0.05886261,0,0.043715121,0.001993091,0.003986181,0,0.001062982,0,0.054610683,0.000132873,0,2
0,0,0.0125,0.175,0.025,0.025,0,0,0.05,0,0.075,0,0,0,0,0,0,0.2375,0,0,0,0.2875,0,0.025,0,0,0,0,0,0.0875,0,0,2
0.0108,0.0068,0.033733333,0.036933333,0.070666667,0.0268,0.0092,0.031866667,0.02,0.001866667,0.0852,0.177866667,0.102666667,0.026533333,0.019333333,0.0032,0.0044,0.067466667,0.018266667,0.053866667,0.011866667,0.058266667,0.010533333,0.01,0.003333333,0.0112,0.005333333,0.016666667,0.0028,0.0476,0.009733333,0.0052,2
0.033575318,0.000907441,0.064428312,0.030852995,0.028130672,0.049909256,0.017241379,0.022686025,0.046279492,0,0.049001815,0.014519056,0.006352087,0.002722323,0.110707804,0.000907441,0,0.127949183,0.019056261,0.019056261,0,0.102540835,0,0.021778584,0.039019964,0.003629764,0.00907441,0.099818512,0,0.073502722,0.001814882,0.004537205,2
0.022600134,0.027746699,0.029424927,0.034347729,0.0302081,0.124524502,0.043074513,0.050794361,0.03927053,0.006712911,0.083016335,0.003580219,0.01085254,0.019131797,0.009174312,0.0012307,0.000671291,0.095770866,0.019243679,0.003692101,0.01085254,0.065786529,0.004139629,0.030319982,0.028865518,0.046542851,0.001454464,0.033005147,0.003580219,0.109196688,0.00179011,0.009398076,2
0.00591716,0.053747535,0.064595661,0.033530572,0.08530572,0.002465483,0.073964497,0.011341223,0.006903353,0.000493097,0.081854043,0.023175542,0.063609467,0.027613412,0.024654832,0.008382643,0.000986193,0.155325444,0.012327416,0.036982249,0.008382643,0.043392505,0.010848126,0.032051282,0.040927022,0.010848126,0.001972387,0.017751479,0.014792899,0.043885602,0.001972387,0,2
0,0.057823129,0.112244898,0.006802721,0.088435374,0,0.272108844,0,0.006802721,0,0.034013605,0,0.020408163,0.010204082,0.034013605,0,0,0.105442177,0,0.027210884,0.068027211,0.115646259,0,0.020408163,0,0.003401361,0,0,0,0.017006803,0,0,2
0.028571429,0.007142857,0.060714286,0,0.096428571,0,0.092857143,0,0,0,0.007142857,0.014285714,0.05,0.078571429,0.028571429,0,0,0.139285714,0,0.010714286,0.021428571,0.246428571,0,0.046428571,0.007142857,0.007142857,0,0.025,0,0.032142857,0,0,2
0,0.1,0.038461538,0,0.107692308,0,0.015384615,0,0,0.015384615,0,0,0,0.015384615,0,0,0,0.207692308,0,0,0.153846154,0.184615385,0,0.030769231,0.007692308,0,0,0,0,0.123076923,0,0,2
0.005952381,0.023809524,0.074404762,0.038690476,0.050595238,0,0.047619048,0.035714286,0.026785714,0,0.0625,0,0,0.017857143,0.014880952,0,0,0.151785714,0,0,0.00297619,0.154761905,0,0.110119048,0.005952381,0.008928571,0,0.005952381,0.056547619,0.104166667,0,0,2
0.00390625,0.048177083,0.01953125,0.149739583,0.03125,0.045572917,0,0.049479167,0.033854167,0,0.106770833,0.00390625,0.026041667,0.018229167,0.010416667,0,0,0.096354167,0.006510417,0.01171875,0.002604167,0.16015625,0,0.001302083,0,0.0390625,0,0.024739583,0,0.102864583,0,0.0078125,2
0.04,0,0.04,0.003333333,0.076666667,0.003333333,0.006666667,0.023333333,0.013333333,0,0.066666667,0,0.01,0,0.003333333,0,0,0.39,0,0.003333333,0,0.093333333,0.003333333,0.01,0.006666667,0.01,0.003333333,0.113333333,0.003333333,0.02,0.003333333,0.053333333,2
0.046842105,0.000526316,0.046842105,0.006315789,0.064210526,0.014210526,0.038421053,0.012631579,0.002105263,0,0.065789474,0.000526316,0.051052632,0.019473684,0.023157895,0.000526316,0,0.236842105,0.001052632,0.096842105,0,0.112631579,0.004210526,0.025789474,0.005789474,0.014210526,0.001578947,0.008947368,0.033157895,0.061578947,0.003684211,0.001052632,2
0,0.011363636,0.051136364,0.011363636,0,0.005681818,0.085227273,0,0.011363636,0.005681818,0.125,0,0.068181818,0.022727273,0,0,0,0.068181818,0,0,0,0.210227273,0,0,0,0.039772727,0,0,0.079545455,0.193181818,0.011363636,0,2
0.017865323,0.021530005,0.133302794,0.021071919,0.097572148,0.051305543,0.004580852,0.016491067,0.015574897,0.005497022,0.028401283,0.007787448,0.006413193,0.006413193,0.054512139,0.00091617,0.002290426,0.057718736,0,0.002290426,0.01053596,0.095739808,0.002748511,0.15666514,0.059092991,0.008245534,0.002748511,0.033898305,0.003664682,0.066422355,0.002748511,0.005955108,2
0.057942708,0.003255208,0.020833333,0.0703125,0.040039063,0.009440104,0.004231771,0.055664063,0.026692708,0.002278646,0.091145833,0.00390625,0.007486979,0.0234375,0.039388021,0.015299479,0.001627604,0.175455729,0.018880208,0.009765625,0.000976563,0.0625,0.05859375,0.009114583,0.055013021,0.013346354,0.007486979,0.01953125,0,0.020507813,0.052083333,0.023763021,2
0.003333333,0,0.033333333,0.16,0.086666667,0.01,0.01,0.066666667,0.08,0,0.143333333,0,0,0.013333333,0,0.026666667,0,0.143333333,0.003333333,0.003333333,0,0.093333333,0.01,0.006666667,0.023333333,0.01,0,0.003333333,0,0.05,0,0.02,2
0.018181818,0,0.036363636,0.024242424,0.042424242,0.054545455,0,0.024242424,0.048484848,0,0.03030303,0,0.006060606,0.096969697,0.012121212,0,0,0.181818182,0,0.012121212,0,0.236363636,0.006060606,0,0.006060606,0.036363636,0,0.018181818,0,0.109090909,0,0,2
0.025958702,0.039646018,0.024306785,0.026312684,0.028672566,0.217227139,0.008613569,0.007787611,0.061710914,0.000353982,0.039528024,0.005781711,0.088613569,0.058761062,0.004129794,0,0,0.04,0,0.050147493,0.003775811,0.080707965,0,0.005899705,0.000471976,0.051327434,0,0.000117994,0,0.125545723,0,0.00460177,2
0.013333333,0,0.016666667,0.013333333,0.13,0.016666667,0,0.01,0.05,0,0.076666667,0.003333333,0.006666667,0,0.006666667,0,0,0.306666667,0.003333333,0,0,0.126666667,0.01,0.04,0.026666667,0,0.023333333,0.056666667,0,0.036666667,0.01,0.016666667,2
0,0.130769231,0.069230769,0,0.061538462,0,0,0,0,0,0.015384615,0,0.023076923,0,0.038461538,0,0,0.061538462,0,0,0.023076923,0.361538462,0,0.038461538,0,0,0,0,0,0.176923077,0,0,2
0.005952381,0,0.110119048,0.029761905,0.080357143,0.071428571,0.005952381,0.00297619,0,0.005952381,0.005952381,0,0.005952381,0,0.005952381,0.008928571,0.011904762,0.223214286,0.005952381,0,0.00297619,0.214285714,0.014880952,0.029761905,0.00297619,0,0,0.026785714,0,0.107142857,0,0.020833333,2
0.026960784,0.024509804,0.175,0.021078431,0.094607843,0.060294118,0.006372549,0.011764706,0.018137255,0.013235294,0.031862745,0.008333333,0.010784314,0.017647059,0.029411765,0.007352941,0.003431373,0.065686275,0,0.020098039,0.01127451,0.155392157,0.001470588,0.017156863,0.005882353,0.019117647,0.005392157,0.032843137,0.000490196,0.096568627,0.003431373,0.004411765,2
0,0.03125,0.09375,0,0.09375,0,0.010416667,0,0,0,0.041666667,0.020833333,0,0.010416667,0,0,0,0.197916667,0,0.010416667,0.010416667,0.385416667,0,0.020833333,0.010416667,0,0.010416667,0,0,0.052083333,0,0,2
0,0.003333333,0.116666667,0.056666667,0.07,0.023333333,0.006666667,0.043333333,0.013333333,0,0.026666667,0,0.003333333,0,0.003333333,0.003333333,0,0.276666667,0,0,0,0.196666667,0.003333333,0.05,0.01,0.013333333,0,0,0,0.076666667,0,0.003333333,2
0.017857143,0,0.010714286,0.014285714,0.15,0.003571429,0.010714286,0.014285714,0.014285714,0.032142857,0.035714286,0.021428571,0,0,0.007142857,0,0,0.225,0,0,0.003571429,0.139285714,0.003571429,0.185714286,0.046428571,0,0,0.007142857,0.017857143,0.028571429,0,0.010714286,2
